allocation_id,candidate_id,seat_id,exam_session_id,distance_from_preference_km
146,146,31377,1,0.0
147,147,2266,1,0.0
148,148,23470,1,0.0
149,149,30099,1,0.0
150,150,897,1,0.0
151,151,3847,1,0.0
152,152,10153,1,0.0
153,153,29237,1,0.0
154,154,2156,1,0.0
155,155,8743,1,0.0
156,156,28502,1,0.0
157,157,21394,1,0.0
158,158,2039,1,0.0
159,159,5438,1,0.0
160,160,21643,1,0.0
161,161,3124,1,0.0
162,162,17409,1,0.0
163,163,2301,1,0.0
164,164,32409,1,0.0
165,165,26531,1,0.0
166,166,16912,1,0.0
167,167,8273,1,0.0
168,168,21685,1,0.0
169,169,12703,1,0.0
170,170,21358,1,0.0
171,171,29803,1,0.0
172,172,19964,1,0.0
173,173,7424,1,0.0
174,174,6601,1,0.0
175,175,4563,1,0.0
176,176,25164,1,0.0
177,177,24078,1,0.0
178,178,15209,1,0.0
179,179,11246,1,0.0
180,180,13840,1,0.0
181,181,10691,1,0.0
182,182,25021,1,0.0
183,183,12357,1,0.0
184,184,25056,1,0.0
185,185,22398,1,0.0
186,186,28631,1,0.0
187,187,31797,1,0.0
188,188,5457,1,0.0
189,189,16777,1,0.0
190,190,17165,1,0.0
191,191,18714,1,0.0
192,192,8245,1,0.0
193,193,28716,1,0.0
194,194,11401,1,0.0
195,195,30504,1,0.0
196,196,10642,1,0.0
197,197,15852,1,0.0
198,198,9428,1,0.0
199,199,19819,1,0.0
200,200,28582,1,0.0
201,201,18320,1,0.0
202,202,9658,1,0.0
203,203,27873,1,0.0
204,204,26076,1,0.0
205,205,30890,1,0.0
206,206,6850,1,0.0
207,207,8080,1,0.0
208,208,14876,1,0.0
209,209,14743,1,0.0
210,210,31617,1,0.0
211,211,11350,1,0.0
212,212,31925,1,0.0
213,213,20117,1,0.0
214,214,13349,1,0.0
215,215,4070,1,0.0
216,216,25710,1,0.0
217,217,17521,1,0.0
218,218,25147,1,0.0
219,219,29951,1,0.0
220,220,14582,1,0.0
221,221,17364,1,0.0
222,222,11913,1,0.0
223,223,19010,1,0.0
224,224,32908,1,0.0
225,225,21883,1,0.0
226,226,128,1,0.0
227,227,22203,1,0.0
228,228,30606,1,0.0
229,229,4427,1,0.0
230,230,21673,1,0.0
231,231,21211,1,0.0
232,232,18098,1,0.0
233,233,14393,1,0.0
234,234,28359,1,0.0
235,235,22715,1,0.0
236,236,13382,1,0.0
237,237,9520,1,0.0
238,238,6270,1,0.0
239,239,6956,1,0.0
240,240,8074,1,0.0
241,241,2108,1,0.0
242,242,20965,1,0.0
243,243,16418,1,0.0
244,244,28898,1,0.0
245,245,5235,1,0.0
246,246,24669,1,0.0
247,247,27144,1,0.0
248,248,10940,1,0.0
249,249,13667,1,0.0
250,250,10967,1,0.0
251,251,11453,1,0.0
252,252,27964,1,0.0
253,253,28441,1,0.0
254,254,27916,1,0.0
255,255,18599,1,0.0
256,256,13901,1,0.0
257,257,18874,1,0.0
258,258,7244,1,0.0
259,259,21500,1,0.0
260,260,16046,1,0.0
261,261,8025,1,0.0
262,262,19729,1,0.0
263,263,19072,1,0.0
264,264,9983,1,0.0
265,265,287,1,0.0
266,266,22513,1,0.0
267,267,7828,1,0.0
268,268,18851,1,0.0
269,269,15863,1,0.0
270,270,28153,1,0.0
271,271,27434,1,0.0
272,272,9213,1,0.0
273,273,13782,1,0.0
274,274,14815,1,0.0
275,275,19637,1,0.0
276,276,12831,1,0.0
277,277,28449,1,0.0
278,278,4387,1,0.0
279,279,15124,1,0.0
280,280,13851,1,0.0
281,281,18406,1,0.0
282,282,31198,1,0.0
283,283,19333,1,0.0
284,284,26269,1,0.0
285,285,6243,1,0.0
286,286,27074,1,0.0
287,287,10589,1,0.0
288,288,24659,1,0.0
289,289,4016,1,0.0
290,290,4238,1,0.0
291,291,25195,1,0.0
292,292,33217,1,0.0
293,293,3440,1,0.0
294,294,29365,1,0.0
295,295,32556,1,0.0
296,296,16622,1,0.0
297,297,10998,1,0.0
298,298,32344,1,0.0
299,299,11224,1,0.0
300,300,13513,1,0.0
301,301,16165,1,0.0
302,302,2185,1,0.0
303,303,20935,1,0.0
304,304,18740,1,0.0
305,305,17043,1,0.0
306,306,28832,1,0.0
307,307,8190,1,0.0
308,308,32250,1,0.0
309,309,25496,1,0.0
310,310,31622,1,0.0
311,311,24173,1,0.0
312,312,16017,1,0.0
313,313,8422,1,0.0
314,314,9307,1,0.0
315,315,30876,1,0.0
316,316,27837,1,0.0
317,317,11230,1,0.0
318,318,20346,1,0.0
319,319,6060,1,0.0
320,320,12323,1,0.0
321,321,17903,1,0.0
322,322,27120,1,0.0
323,323,5480,1,0.0
324,324,31464,1,0.0
325,325,6523,1,0.0
326,326,29140,1,0.0
327,327,19465,1,0.0
328,328,23954,1,0.0
329,329,14354,1,0.0
330,330,26677,1,0.0
331,331,2113,1,0.0
332,332,7569,1,0.0
333,333,26773,1,0.0
334,334,17610,1,0.0
335,335,12765,1,0.0
336,336,16702,1,0.0
337,337,2420,1,0.0
338,338,20592,1,0.0
339,339,20604,1,0.0
340,340,30667,1,0.0
341,341,27613,1,0.0
342,342,19239,1,0.0
343,343,28358,1,0.0
344,344,13522,1,0.0
345,345,24480,1,0.0
346,346,22488,1,0.0
347,347,8823,1,0.0
348,348,26506,1,0.0
349,349,12475,1,0.0
350,350,19766,1,0.0
351,351,4528,1,0.0
352,352,32425,1,0.0
353,353,27121,1,0.0
354,354,27015,1,0.0
355,355,14041,1,0.0
356,356,201,1,0.0
357,357,25910,1,0.0
358,358,7493,1,0.0
359,359,16473,1,0.0
360,360,9236,1,0.0
361,361,20241,1,0.0
362,362,24143,1,0.0
363,363,16222,1,0.0
364,364,25602,1,0.0
365,365,20746,1,0.0
366,366,22880,1,0.0
367,367,6418,1,0.0
368,368,1245,1,0.0
369,369,3815,1,0.0
370,370,24673,1,0.0
371,371,2234,1,0.0
372,372,18670,1,0.0
373,373,14980,1,0.0
374,374,22979,1,0.0
375,375,23977,1,0.0
376,376,24909,1,0.0
377,377,31693,1,0.0
378,378,25288,1,0.0
379,379,27467,1,0.0
380,380,24296,1,0.0
381,381,24654,1,0.0
382,382,1055,1,0.0
383,383,2228,1,0.0
384,384,12724,1,0.0
385,385,20755,1,0.0
386,386,12867,1,0.0
387,387,7715,1,0.0
388,388,19543,1,0.0
389,389,25320,1,0.0
390,390,7625,1,0.0
391,391,2626,1,0.0
392,392,26754,1,0.0
393,393,28378,1,0.0
394,394,15803,1,0.0
395,395,27737,1,0.0
396,396,5117,1,0.0
397,397,21473,1,0.0
398,398,15002,1,0.0
399,399,25750,1,0.0
400,400,2465,1,0.0
401,401,7449,1,0.0
402,402,13092,1,0.0
403,403,15632,1,0.0
404,404,27063,1,0.0
405,405,379,1,0.0
406,406,8970,1,0.0
407,407,23328,1,0.0
408,408,4062,1,0.0
409,409,25284,1,0.0
410,410,9562,1,0.0
411,411,9344,1,0.0
412,412,31957,1,0.0
413,413,1160,1,0.0
414,414,4077,1,0.0
415,415,18152,1,0.0
416,416,31032,1,0.0
417,417,27878,1,0.0
418,418,7903,1,0.0
419,419,6983,1,0.0
420,420,31227,1,0.0
421,421,3342,1,0.0
422,422,23439,1,0.0
423,423,16346,1,0.0
424,424,21667,1,0.0
425,425,14714,1,0.0
426,426,26764,1,0.0
427,427,3202,1,0.0
428,428,2031,1,0.0
429,429,22526,1,0.0
430,430,985,1,0.0
431,431,16375,1,0.0
432,432,31279,1,0.0
433,433,21610,1,0.0
434,434,11374,1,0.0
435,435,28792,1,0.0
436,436,10727,1,0.0
437,437,2691,1,0.0
438,438,24042,1,0.0
439,439,1688,1,0.0
440,440,17853,1,0.0
441,441,9596,1,0.0
442,442,8696,1,0.0
443,443,6623,1,0.0
444,444,28611,1,0.0
445,445,24979,1,0.0
446,446,526,1,0.0
447,447,3264,1,0.0
448,448,25046,1,0.0
449,449,28334,1,0.0
450,450,14896,1,0.0
451,451,6824,1,0.0
452,452,23906,1,0.0
453,453,15723,1,0.0
454,454,5819,1,0.0
455,455,20249,1,0.0
456,456,2511,1,0.0
457,457,30235,1,0.0
458,458,14927,1,0.0
459,459,22394,1,0.0
460,460,19343,1,0.0
461,461,28131,1,0.0
462,462,16813,1,0.0
463,463,9853,1,0.0
464,464,19371,1,0.0
465,465,13668,1,0.0
466,466,9111,1,0.0
467,467,16367,1,0.0
468,468,5184,1,0.0
469,469,4074,1,0.0
470,470,14557,1,0.0
471,471,3683,1,0.0
472,472,4942,1,0.0
473,473,4340,1,0.0
474,474,7957,1,0.0
475,475,11942,1,0.0
476,476,32268,1,0.0
477,477,33022,1,0.0
478,478,26601,1,0.0
479,479,25427,1,0.0
480,480,2255,1,0.0
481,481,18056,1,0.0
482,482,22236,1,0.0
483,483,14185,1,0.0
484,484,18365,1,0.0
485,485,19931,1,0.0
486,486,32625,1,0.0
487,487,24104,1,0.0
488,488,1294,1,0.0
489,489,14722,1,0.0
490,490,31654,1,0.0
491,491,1788,1,0.0
492,492,22379,1,0.0
493,493,2705,1,0.0
494,494,16646,1,0.0
495,495,7394,1,0.0
496,496,25375,1,0.0
497,497,30484,1,0.0
498,498,4979,1,0.0
499,499,1008,1,0.0
500,500,3102,1,0.0
501,501,20212,1,0.0
502,502,24487,1,0.0
503,503,18215,1,0.0
504,504,31659,1,0.0
505,505,2007,1,0.0
506,506,26790,1,0.0
507,507,1234,1,0.0
508,508,16431,1,0.0
509,509,29581,1,0.0
510,510,14809,1,0.0
511,511,15192,1,0.0
512,512,2260,1,0.0
513,513,25217,1,0.0
514,514,26391,1,0.0
515,515,22523,1,0.0
516,516,13102,1,0.0
517,517,18837,1,0.0
518,518,22827,1,0.0
519,519,27521,1,0.0
520,520,3732,1,0.0
521,521,22562,1,0.0
522,522,79,1,0.0
523,523,12204,1,0.0
524,524,18287,1,0.0
525,525,16758,1,0.0
526,526,26935,1,0.0
527,527,4949,1,0.0
528,528,12702,1,0.0
529,529,9912,1,0.0
530,530,5644,1,0.0
531,531,28738,1,0.0
532,532,29248,1,0.0
533,533,26750,1,0.0
534,534,31904,1,0.0
535,535,3463,1,0.0
536,536,22465,1,0.0
537,537,22216,1,0.0
538,538,28288,1,0.0
539,539,1770,1,0.0
540,540,28078,1,0.0
541,541,32726,1,0.0
542,542,31024,1,0.0
543,543,21782,1,0.0
544,544,16464,1,0.0
545,545,7097,1,0.0
546,546,12031,1,0.0
547,547,1161,1,0.0
548,548,23591,1,0.0
549,549,30730,1,0.0
550,550,24568,1,0.0
551,551,3601,1,0.0
552,552,7052,1,0.0
553,553,3787,1,0.0
554,554,21674,1,0.0
555,555,23640,1,0.0
556,556,26840,1,0.0
557,557,14325,1,0.0
558,558,25745,1,0.0
559,559,23337,1,0.0
560,560,7401,1,0.0
561,561,18389,1,0.0
562,562,33071,1,0.0
563,563,7485,1,0.0
564,564,13507,1,0.0
565,565,24020,1,0.0
566,566,9401,1,0.0
567,567,23632,1,0.0
568,568,13775,1,0.0
569,569,28421,1,0.0
570,570,3828,1,0.0
571,571,16731,1,0.0
572,572,23823,1,0.0
573,573,12128,1,0.0
574,574,26495,1,0.0
575,575,7186,1,0.0
576,576,22652,1,0.0
577,577,15156,1,0.0
578,578,13533,1,0.0
579,579,22917,1,0.0
580,580,16786,1,0.0
581,581,10745,1,0.0
582,582,3415,1,0.0
583,583,14152,1,0.0
584,584,24598,1,0.0
585,585,18126,1,0.0
586,586,26271,1,0.0
587,587,14885,1,0.0
588,588,31918,1,0.0
589,589,6754,1,0.0
590,590,20373,1,0.0
591,591,18428,1,0.0
592,592,15286,1,0.0
593,593,13586,1,0.0
594,594,7748,1,0.0
595,595,4300,1,0.0
596,596,15397,1,0.0
597,597,26680,1,0.0
598,598,15009,1,0.0
599,599,25424,1,0.0
600,600,29612,1,0.0
601,601,33047,1,0.0
602,602,32105,1,0.0
603,603,9067,1,0.0
604,604,22342,1,0.0
605,605,11460,1,0.0
606,606,27227,1,0.0
607,607,3154,1,0.0
608,608,7567,1,0.0
609,609,9638,1,0.0
610,610,18420,1,0.0
611,611,24109,1,0.0
612,612,14841,1,0.0
613,613,2434,1,0.0
614,614,33174,1,0.0
615,615,25479,1,0.0
616,616,27166,1,0.0
617,617,3989,1,0.0
618,618,830,1,0.0
619,619,1356,1,0.0
620,620,13409,1,0.0
621,621,21744,1,0.0
622,622,9452,1,0.0
623,623,18430,1,0.0
624,624,13229,1,0.0
625,625,32705,1,0.0
626,626,7783,1,0.0
627,627,25007,1,0.0
628,628,14968,1,0.0
629,629,22147,1,0.0
630,630,30608,1,0.0
631,631,27809,1,0.0
632,632,12571,1,0.0
633,633,13884,1,0.0
634,634,943,1,0.0
635,635,24126,1,0.0
636,636,1240,1,0.0
637,637,14641,1,0.0
638,638,29158,1,0.0
639,639,5943,1,0.0
640,640,22337,1,0.0
641,641,2423,1,0.0
642,642,19662,1,0.0
643,643,6762,1,0.0
644,644,10202,1,0.0
645,645,13618,1,0.0
646,646,9190,1,0.0
647,647,7321,1,0.0
648,648,11892,1,0.0
649,649,17998,1,0.0
650,650,18194,1,0.0
651,651,22541,1,0.0
652,652,18157,1,0.0
653,653,17920,1,0.0
654,654,14910,1,0.0
655,655,14329,1,0.0
656,656,22805,1,0.0
657,657,30414,1,0.0
658,658,32277,1,0.0
659,659,7235,1,0.0
660,660,7838,1,0.0
661,661,11543,1,0.0
662,662,259,1,0.0
663,663,13291,1,0.0
664,664,19317,1,0.0
665,665,843,1,0.0
666,666,13148,1,0.0
667,667,14688,1,0.0
668,668,7323,1,0.0
669,669,1309,1,0.0
670,670,22594,1,0.0
671,671,5023,1,0.0
672,672,141,1,0.0
673,673,3257,1,0.0
674,674,21805,1,0.0
675,675,15330,1,0.0
676,676,19919,1,0.0
677,677,3539,1,0.0
678,678,27695,1,0.0
679,679,33355,1,0.0
680,680,5810,1,0.0
681,681,2047,1,0.0
682,682,2218,1,0.0
683,683,5548,1,0.0
684,684,19730,1,0.0
685,685,3468,1,0.0
686,686,29226,1,0.0
687,687,5875,1,0.0
688,688,2164,1,0.0
689,689,20140,1,0.0
690,690,15843,1,0.0
691,691,31002,1,0.0
692,692,26577,1,0.0
693,693,28302,1,0.0
694,694,16434,1,0.0
695,695,14690,1,0.0
696,696,12053,1,0.0
697,697,3899,1,0.0
698,698,4758,1,0.0
699,699,20202,1,0.0
700,700,16853,1,0.0
701,701,23306,1,0.0
702,702,4879,1,0.0
703,703,18078,1,0.0
704,704,18364,1,0.0
705,705,18299,1,0.0
706,706,13534,1,0.0
707,707,167,1,0.0
708,708,12869,1,0.0
709,709,24621,1,0.0
710,710,30944,1,0.0
711,711,24641,1,0.0
712,712,5376,1,0.0
713,713,9617,1,0.0
714,714,5366,1,0.0
715,715,27755,1,0.0
716,716,32446,1,0.0
717,717,21147,1,0.0
718,718,2834,1,0.0
719,719,8342,1,0.0
720,720,7215,1,0.0
721,721,13961,1,0.0
722,722,25953,1,0.0
723,723,6221,1,0.0
724,724,15019,1,0.0
725,725,24719,1,0.0
726,726,27768,1,0.0
727,727,1865,1,0.0
728,728,15276,1,0.0
729,729,24697,1,0.0
730,730,6933,1,0.0
731,731,15710,1,0.0
732,732,7801,1,0.0
733,733,7429,1,0.0
734,734,18811,1,0.0
735,735,12885,1,0.0
736,736,9155,1,0.0
737,737,8310,1,0.0
738,738,3362,1,0.0
739,739,2323,1,0.0
740,740,15876,1,0.0
741,741,16809,1,0.0
742,742,4051,1,0.0
743,743,27983,1,0.0
744,744,11595,1,0.0
745,745,31947,1,0.0
746,746,29768,1,0.0
747,747,26420,1,0.0
748,748,6790,1,0.0
749,749,26885,1,0.0
750,750,8039,1,0.0
751,751,31969,1,0.0
752,752,27985,1,0.0
753,753,4407,1,0.0
754,754,24362,1,0.0
755,755,12012,1,0.0
756,756,31252,1,0.0
757,757,21386,1,0.0
758,758,10678,1,0.0
759,759,18823,1,0.0
760,760,28436,1,0.0
761,761,1912,1,0.0
762,762,29,1,0.0
763,763,26804,1,0.0
764,764,14612,1,0.0
765,765,1434,1,0.0
766,766,23753,1,0.0
767,767,21044,1,0.0
768,768,24076,1,0.0
769,769,31970,1,0.0
770,770,8735,1,0.0
771,771,25173,1,0.0
772,772,11619,1,0.0
773,773,8064,1,0.0
774,774,9498,1,0.0
775,775,27447,1,0.0
776,776,806,1,0.0
777,777,32331,1,0.0
778,778,17978,1,0.0
779,779,5060,1,0.0
780,780,8539,1,0.0
781,781,17774,1,0.0
782,782,11300,1,0.0
783,783,13609,1,0.0
784,784,152,1,0.0
785,785,7130,1,0.0
786,786,6677,1,0.0
787,787,32512,1,0.0
788,788,532,1,0.0
789,789,12327,1,0.0
790,790,29119,1,0.0
791,791,17244,1,0.0
792,792,24667,1,0.0
793,793,20259,1,0.0
794,794,2149,1,0.0
795,795,16291,1,0.0
796,796,18006,1,0.0
797,797,23670,1,0.0
798,798,29639,1,0.0
799,799,21688,1,0.0
800,800,3134,1,0.0
801,801,9802,1,0.0
802,802,179,1,0.0
803,803,24822,1,0.0
804,804,1467,1,0.0
805,805,14939,1,0.0
806,806,19425,1,0.0
807,807,24559,1,0.0
808,808,30091,1,0.0
809,809,12468,1,0.0
810,810,29632,1,0.0
811,811,13287,1,0.0
812,812,1051,1,0.0
813,813,30865,1,0.0
814,814,16578,1,0.0
815,815,14678,1,0.0
816,816,25232,1,0.0
817,817,7535,1,0.0
818,818,13556,1,0.0
819,819,24766,1,0.0
820,820,20574,1,0.0
821,821,1149,1,0.0
822,822,24555,1,0.0
823,823,4653,1,0.0
824,824,14934,1,0.0
825,825,25644,1,0.0
826,826,24618,1,0.0
827,827,18949,1,0.0
828,828,17316,1,0.0
829,829,12837,1,0.0
830,830,28968,1,0.0
831,831,10323,1,0.0
832,832,4736,1,0.0
833,833,30172,1,0.0
834,834,29757,1,0.0
835,835,31766,1,0.0
836,836,28391,1,0.0
837,837,26031,1,0.0
838,838,9318,1,0.0
839,839,4945,1,0.0
840,840,14886,1,0.0
841,841,16474,1,0.0
842,842,21276,1,0.0
843,843,9527,1,0.0
844,844,18356,1,0.0
845,845,19091,1,0.0
846,846,1747,1,0.0
847,847,7331,1,0.0
848,848,10760,1,0.0
849,849,17064,1,0.0
850,850,32498,1,0.0
851,851,26735,1,0.0
852,852,28158,1,0.0
853,853,16107,1,0.0
854,854,30467,1,0.0
855,855,11213,1,0.0
856,856,684,1,0.0
857,857,10073,1,0.0
858,858,558,1,0.0
859,859,18902,1,0.0
860,860,6799,1,0.0
861,861,23243,1,0.0
862,862,27643,1,0.0
863,863,16192,1,0.0
864,864,8827,1,0.0
865,865,7312,1,0.0
866,866,26182,1,0.0
867,867,9450,1,0.0
868,868,22445,1,0.0
869,869,31469,1,0.0
870,870,30087,1,0.0
871,871,28051,1,0.0
872,872,20077,1,0.0
873,873,20749,1,0.0
874,874,8401,1,0.0
875,875,1552,1,0.0
876,876,15712,1,0.0
877,877,29685,1,0.0
878,878,8010,1,0.0
879,879,15817,1,0.0
880,880,20432,1,0.0
881,881,7765,1,0.0
882,882,30310,1,0.0
883,883,22175,1,0.0
884,884,7995,1,0.0
885,885,13562,1,0.0
886,886,21789,1,0.0
887,887,6816,1,0.0
888,888,4371,1,0.0
889,889,26744,1,0.0
890,890,27968,1,0.0
891,891,33255,1,0.0
892,892,31913,1,0.0
893,893,24481,1,0.0
894,894,21524,1,0.0
895,895,26876,1,0.0
896,896,5093,1,0.0
897,897,1519,1,0.0
898,898,31407,1,0.0
899,899,4386,1,0.0
900,900,31820,1,0.0
901,901,7503,1,0.0
902,902,24079,1,0.0
903,903,12043,1,0.0
904,904,11750,1,0.0
905,905,22706,1,0.0
906,906,13616,1,0.0
907,907,18848,1,0.0
908,908,1143,1,0.0
909,909,31095,1,0.0
910,910,11270,1,0.0
911,911,12843,1,0.0
912,912,7363,1,0.0
913,913,26959,1,0.0
914,914,17638,1,0.0
915,915,6266,1,0.0
916,916,31892,1,0.0
917,917,23127,1,0.0
918,918,10825,1,0.0
919,919,17108,1,0.0
920,920,26249,1,0.0
921,921,24965,1,0.0
922,922,27161,1,0.0
923,923,11422,1,0.0
924,924,16295,1,0.0
925,925,27973,1,0.0
926,926,23971,1,0.0
927,927,26705,1,0.0
928,928,29642,1,0.0
929,929,7170,1,0.0
930,930,7460,1,0.0
931,931,21422,1,0.0
932,932,20196,1,0.0
933,933,7274,1,0.0
934,934,13710,1,0.0
935,935,14190,1,0.0
936,936,13661,1,0.0
937,937,15715,1,0.0
938,938,7400,1,0.0
939,939,11781,1,0.0
940,940,30128,1,0.0
941,941,26845,1,0.0
942,942,28962,1,0.0
943,943,32064,1,0.0
944,944,15481,1,0.0
945,945,21796,1,0.0
946,946,25362,1,0.0
947,947,26573,1,0.0
948,948,11539,1,0.0
949,949,6544,1,0.0
950,950,29737,1,0.0
951,951,12059,1,0.0
952,952,2205,1,0.0
953,953,19575,1,0.0
954,954,3168,1,0.0
955,955,3340,1,0.0
956,956,9571,1,0.0
957,957,17401,1,0.0
958,958,10452,1,0.0
959,959,24842,1,0.0
960,960,30499,1,0.0
961,961,11334,1,0.0
962,962,18247,1,0.0
963,963,3883,1,0.0
964,964,12348,1,0.0
965,965,8820,1,0.0
966,966,18595,1,0.0
967,967,7438,1,0.0
968,968,31655,1,0.0
969,969,11441,1,0.0
970,970,30348,1,0.0
971,971,21886,1,0.0
972,972,28910,1,0.0
973,973,8723,1,0.0
974,974,30072,1,0.0
975,975,28737,1,0.0
976,976,14203,1,0.0
977,977,15749,1,0.0
978,978,19851,1,0.0
979,979,5721,1,0.0
980,980,5402,1,0.0
981,981,29887,1,0.0
982,982,22224,1,0.0
983,983,27820,1,0.0
984,984,13960,1,0.0
985,985,5070,1,0.0
986,986,8813,1,0.0
987,987,3609,1,0.0
988,988,20894,1,0.0
989,989,7303,1,0.0
990,990,16436,1,0.0
991,991,4354,1,0.0
992,992,10256,1,0.0
993,993,7804,1,0.0
994,994,9507,1,0.0
995,995,9492,1,0.0
996,996,7065,1,0.0
997,997,28428,1,0.0
998,998,23510,1,0.0
999,999,11860,1,0.0
1000,1000,7075,1,0.0
1001,1001,1866,1,0.0
1002,1002,27241,1,0.0
1003,1003,22998,1,0.0
1004,1004,24805,1,0.0
1005,1005,33270,1,0.0
1006,1006,17397,1,0.0
1007,1007,25715,1,0.0
1008,1008,15389,1,0.0
1009,1009,8001,1,0.0
1010,1010,7990,1,0.0
1011,1011,16859,1,0.0
1012,1012,14728,1,0.0
1013,1013,14952,1,0.0
1014,1014,14048,1,0.0
1015,1015,1807,1,0.0
1016,1016,27931,1,0.0
1017,1017,30516,1,0.0
1018,1018,929,1,0.0
1019,1019,28580,1,0.0
1020,1020,6950,1,0.0
1021,1021,30936,1,0.0
1022,1022,23254,1,0.0
1023,1023,1969,1,0.0
1024,1024,1777,1,0.0
1025,1025,6094,1,0.0
1026,1026,309,1,0.0
1027,1027,33313,1,0.0
1028,1028,9865,1,0.0
1029,1029,26571,1,0.0
1030,1030,33292,1,0.0
1031,1031,6038,1,0.0
1032,1032,3799,1,0.0
1033,1033,14990,1,0.0
1034,1034,11097,1,0.0
1035,1035,10282,1,0.0
1036,1036,23932,1,0.0
1037,1037,2595,1,0.0
1038,1038,11044,1,0.0
1039,1039,28087,1,0.0
1040,1040,9396,1,0.0
1041,1041,20313,1,0.0
1042,1042,7359,1,0.0
1043,1043,8589,1,0.0
1044,1044,4117,1,0.0
1045,1045,19408,1,0.0
1046,1046,5722,1,0.0
1047,1047,32589,1,0.0
1048,1048,16471,1,0.0
1049,1049,23598,1,0.0
1050,1050,29849,1,0.0
1051,1051,29472,1,0.0
1052,1052,31344,1,0.0
1053,1053,17458,1,0.0
1054,1054,16596,1,0.0
1055,1055,18357,1,0.0
1056,1056,32873,1,0.0
1057,1057,29779,1,0.0
1058,1058,2137,1,0.0
1059,1059,28566,1,0.0
1060,1060,409,1,0.0
1061,1061,25443,1,0.0
1062,1062,5450,1,0.0
1063,1063,32819,1,0.0
