payment_id,application_id,transaction_ref,amount,gateway_name,payment_status,failure_reason,paid_at
115,115,TXN00000115808,1700.0,CCAvenue,success,,2025-08-18 08:03:35.721625
116,116,TXN00000116996,1700.0,Razorpay,success,,2025-07-20 07:41:07.432472
117,117,TXN00000117788,1700.0,Razorpay,success,,2025-08-07 01:09:33.078225
118,118,TXN00000118947,1700.0,PayU,success,,2026-03-07 16:29:55.187226
119,119,TXN00000119703,1700.0,Razorpay,success,,2026-02-08 05:02:16.272877
120,120,TXN00000120506,1700.0,PayU,success,,2026-02-06 03:08:41.600317
121,121,TXN00000121772,1700.0,PayU,success,,2025-10-24 05:29:03.547171
122,122,TXN00000122597,1700.0,Razorpay,success,,2025-08-31 15:53:49.977858
123,123,TXN00000123731,1700.0,CCAvenue,success,,2025-11-05 00:19:17.042560
124,124,TXN00000124337,1700.0,Razorpay,success,,2025-09-14 00:02:41.511773
125,125,TXN00000125954,1700.0,PayU,success,,2026-03-01 07:02:21.936444
126,126,TXN00000126326,1700.0,CCAvenue,success,,2025-09-22 11:12:15.229354
127,127,TXN00000127765,1700.0,CCAvenue,success,,2025-11-24 00:41:17.387138
128,128,TXN00000128361,1700.0,PayU,success,,2025-08-06 02:22:30.964499
129,129,TXN00000129760,1700.0,PayU,success,,2025-09-19 20:58:25.361006
130,130,TXN00000130596,1700.0,PayU,success,,2026-02-16 02:19:18.602797
131,131,TXN00000131711,1700.0,Razorpay,success,,2025-10-30 18:17:37.784706
132,132,TXN00000132664,1700.0,PayU,success,,2025-07-31 16:18:24.732367
133,133,TXN00000133399,1700.0,PayU,success,,2025-07-26 05:38:30.479853
134,134,TXN00000134466,1700.0,CCAvenue,success,,2025-12-07 15:05:27.542099
135,135,TXN00000135809,1700.0,CCAvenue,success,,2025-09-30 20:40:33.758657
136,136,TXN00000136474,1700.0,Razorpay,success,,2025-10-22 23:17:37.499320
137,137,TXN00000137126,1700.0,PayU,success,,2026-03-06 16:33:43.896820
138,138,TXN00000138859,1700.0,Razorpay,success,,2025-12-02 15:50:59.096123
139,139,TXN00000139366,1700.0,Razorpay,success,,2026-01-30 19:36:17.832777
140,140,TXN00000140563,1700.0,CCAvenue,success,,2025-11-01 02:11:59.242711
141,141,TXN00000141564,1700.0,PayU,success,,2025-09-22 20:07:37.193535
142,142,TXN00000142215,1700.0,PayU,success,,2025-07-19 04:01:29.749899
143,143,TXN00000143847,1700.0,PayU,success,,2025-11-19 13:11:17.383228
144,144,TXN00000144785,1700.0,PayU,success,,2026-03-25 00:31:53.059561
145,145,TXN00000145764,1700.0,Razorpay,success,,2026-02-19 10:01:27.803748
146,146,TXN00000146799,1700.0,Razorpay,success,,2025-08-05 14:29:03.566813
147,147,TXN00000147496,1700.0,Razorpay,success,,2025-09-29 10:00:55.344872
148,148,TXN00000148449,1700.0,CCAvenue,success,,2025-10-12 07:25:36.340911
149,149,TXN00000149914,1700.0,PayU,success,,2025-12-27 07:37:21.169637
150,150,TXN00000150772,1700.0,Razorpay,success,,2025-08-28 03:57:59.967467
151,151,TXN00000151908,1700.0,PayU,success,,2025-12-27 12:03:16.150051
152,152,TXN00000152749,1700.0,Razorpay,success,,2025-07-20 15:20:24.816335
153,153,TXN00000153358,1700.0,PayU,success,,2025-12-04 20:07:56.669503
154,154,TXN00000154495,1700.0,Razorpay,success,,2026-03-07 13:54:52.040595
155,155,TXN00000155420,1700.0,Razorpay,success,,2025-11-08 06:47:32.207913
156,156,TXN00000156369,1700.0,PayU,success,,2025-12-06 11:09:38.534049
157,157,TXN00000157447,1700.0,CCAvenue,success,,2025-08-25 21:11:03.428873
158,158,TXN00000158224,1700.0,CCAvenue,success,,2025-11-02 21:05:08.023112
159,159,TXN00000159729,1700.0,Razorpay,success,,2026-03-06 19:55:55.104150
160,160,TXN00000160511,1700.0,CCAvenue,success,,2025-12-12 14:55:07.720854
161,161,TXN00000161499,1700.0,CCAvenue,success,,2026-01-19 16:18:06.841844
162,162,TXN00000162809,1700.0,PayU,success,,2025-09-04 10:20:11.781156
163,163,TXN00000163816,1700.0,CCAvenue,success,,2026-01-25 02:46:53.249593
164,164,TXN00000164669,1700.0,CCAvenue,success,,2025-09-21 02:23:30.922537
165,165,TXN00000165703,1700.0,PayU,success,,2026-01-18 00:06:10.359077
166,166,TXN00000166614,1700.0,Razorpay,success,,2025-10-17 18:29:55.747097
167,167,TXN00000167737,1700.0,CCAvenue,success,,2025-08-15 19:37:41.690906
168,168,TXN00000168582,1700.0,PayU,success,,2025-08-18 13:38:55.528420
169,169,TXN00000169565,1700.0,PayU,success,,2025-09-03 22:59:45.655508
170,170,TXN00000170924,1700.0,Razorpay,success,,2025-09-24 05:33:52.885285
171,171,TXN00000171669,1700.0,CCAvenue,success,,2026-04-11 01:37:16.565610
172,172,TXN00000172324,1700.0,CCAvenue,success,,2026-02-03 09:38:16.915066
173,173,TXN00000173817,1700.0,CCAvenue,success,,2025-08-14 16:34:21.387364
174,174,TXN00000174355,1700.0,PayU,success,,2026-01-02 14:21:36.720607
175,175,TXN00000175654,1700.0,Razorpay,success,,2025-09-21 01:50:33.598696
176,176,TXN00000176475,1700.0,Razorpay,success,,2026-01-28 18:41:25.878461
177,177,TXN00000177360,1700.0,PayU,success,,2025-08-09 07:11:54.114896
178,178,TXN00000178997,1700.0,Razorpay,success,,2025-12-30 23:08:54.418885
179,179,TXN00000179665,1700.0,CCAvenue,success,,2026-01-22 16:38:03.333198
180,180,TXN00000180437,1700.0,PayU,success,,2026-04-10 02:27:55.829491
181,181,TXN00000181662,1700.0,Razorpay,success,,2026-01-12 23:21:10.941546
182,182,TXN00000182973,1700.0,Razorpay,success,,2025-12-06 04:59:33.524064
183,183,TXN00000183193,1700.0,Razorpay,success,,2025-09-28 20:59:40.820385
184,184,TXN00000184106,1700.0,Razorpay,success,,2026-03-16 08:36:32.544633
185,185,TXN00000185446,1700.0,PayU,success,,2026-03-06 19:22:40.960332
186,186,TXN00000186579,1700.0,CCAvenue,success,,2025-08-13 05:28:45.091696
187,187,TXN00000187415,1700.0,CCAvenue,success,,2025-10-26 05:04:44.381096
188,188,TXN00000188474,1700.0,CCAvenue,success,,2026-03-20 19:10:35.393351
189,189,TXN00000189233,1700.0,Razorpay,success,,2025-12-30 22:04:51.232673
190,190,TXN00000190789,1700.0,PayU,success,,2025-10-11 03:31:11.833178
191,191,TXN00000191519,1700.0,PayU,success,,2025-08-31 06:51:50.902765
192,192,TXN00000192121,1700.0,Razorpay,success,,2025-12-15 17:44:20.506169
193,193,TXN00000193546,1700.0,CCAvenue,success,,2025-11-27 15:16:33.673424
194,194,TXN00000194996,1700.0,Razorpay,success,,2025-10-27 03:37:34.284565
195,195,TXN00000195382,1700.0,PayU,success,,2026-03-30 15:17:36.097609
196,196,TXN00000196505,1700.0,CCAvenue,success,,2025-08-13 20:17:22.106477
197,197,TXN00000197964,1700.0,Razorpay,success,,2026-04-05 06:55:58.439901
198,198,TXN00000198755,1700.0,Razorpay,success,,2026-04-02 18:53:32.470486
199,199,TXN00000199365,1700.0,CCAvenue,success,,2025-09-08 09:45:30.247588
200,200,TXN00000200560,1700.0,Razorpay,success,,2025-11-08 06:25:00.471081
201,201,TXN00000201545,1700.0,Razorpay,success,,2025-09-25 15:45:39.294368
202,202,TXN00000202130,1700.0,CCAvenue,success,,2025-08-24 19:08:53.602816
203,203,TXN00000203321,1700.0,Razorpay,success,,2025-11-15 19:56:28.316629
204,204,TXN00000204884,1700.0,PayU,success,,2026-01-05 11:59:45.941840
205,205,TXN00000205266,1700.0,PayU,success,,2026-03-21 22:59:29.203378
206,206,TXN00000206987,1700.0,Razorpay,success,,2025-09-23 10:36:42.906544
207,207,TXN00000207273,1700.0,Razorpay,success,,2025-08-24 22:36:02.019989
208,208,TXN00000208654,1700.0,Razorpay,success,,2026-01-25 13:05:28.261544
209,209,TXN00000209159,1700.0,CCAvenue,success,,2025-09-02 18:07:28.934346
210,210,TXN00000210437,1700.0,PayU,success,,2025-11-02 06:15:18.501676
211,211,TXN00000211617,1700.0,Razorpay,success,,2026-01-13 07:17:07.430806
212,212,TXN00000212767,1700.0,CCAvenue,success,,2025-08-21 16:26:07.703745
213,213,TXN00000213429,1700.0,CCAvenue,success,,2026-03-12 20:58:29.864607
214,214,TXN00000214740,1700.0,PayU,success,,2025-08-05 00:31:48.592427
215,215,TXN00000215407,1700.0,Razorpay,success,,2025-09-15 12:58:10.569792
216,216,TXN00000216743,1700.0,Razorpay,success,,2025-09-03 18:16:27.206266
217,217,TXN00000217214,1700.0,PayU,success,,2025-10-18 09:05:45.060245
218,218,TXN00000218202,1700.0,PayU,success,,2026-02-09 10:30:59.172756
219,219,TXN00000219294,1700.0,CCAvenue,success,,2026-02-04 05:05:40.972499
220,220,TXN00000220106,1700.0,Razorpay,success,,2025-12-31 17:14:01.707378
221,221,TXN00000221383,1700.0,CCAvenue,success,,2025-09-09 09:20:08.185432
222,222,TXN00000222123,1700.0,CCAvenue,success,,2025-11-04 11:57:52.444626
223,223,TXN00000223166,1700.0,PayU,success,,2025-11-27 09:28:58.746461
224,224,TXN00000224329,1700.0,PayU,success,,2025-10-07 01:06:14.926058
225,225,TXN00000225119,1700.0,PayU,success,,2026-02-11 18:26:42.965557
226,226,TXN00000226258,1700.0,PayU,success,,2025-09-07 14:33:27.612553
227,227,TXN00000227416,1700.0,CCAvenue,success,,2025-09-25 03:53:38.427630
228,228,TXN00000228648,1700.0,PayU,success,,2026-03-12 04:37:40.673400
229,229,TXN00000229190,1700.0,Razorpay,success,,2025-08-27 23:55:02.126920
230,230,TXN00000230605,1700.0,CCAvenue,success,,2025-12-11 14:46:15.667900
231,231,TXN00000231443,1700.0,Razorpay,success,,2025-10-04 07:28:02.865673
232,232,TXN00000232724,1700.0,CCAvenue,success,,2025-12-03 05:46:13.944807
233,233,TXN00000233461,1700.0,PayU,success,,2025-11-16 02:27:05.816456
234,234,TXN00000234269,1700.0,CCAvenue,success,,2026-01-29 10:05:29.107818
235,235,TXN00000235633,1700.0,Razorpay,success,,2026-02-19 20:14:55.252479
236,236,TXN00000236454,1700.0,CCAvenue,success,,2026-01-12 20:52:57.481399
237,237,TXN00000237516,1700.0,Razorpay,success,,2026-03-05 13:26:53.762355
238,238,TXN00000238782,1700.0,CCAvenue,success,,2025-08-21 23:57:39.173825
239,239,TXN00000239257,1700.0,PayU,success,,2025-07-28 13:41:53.081685
240,240,TXN00000240547,1700.0,PayU,success,,2026-01-26 17:42:59.028506
241,241,TXN00000241387,1700.0,Razorpay,success,,2026-02-11 05:02:06.311034
242,242,TXN00000242355,1700.0,CCAvenue,success,,2025-08-01 03:45:34.919639
243,243,TXN00000243715,1700.0,CCAvenue,success,,2025-11-14 12:49:12.780741
244,244,TXN00000244652,1700.0,PayU,success,,2025-08-08 08:10:47.619518
245,245,TXN00000245841,1700.0,CCAvenue,success,,2025-11-19 19:35:01.310259
246,246,TXN00000246592,1700.0,Razorpay,success,,2025-12-12 10:43:17.012242
247,247,TXN00000247792,1700.0,CCAvenue,success,,2025-11-15 18:47:59.769091
248,248,TXN00000248881,1700.0,Razorpay,success,,2025-08-05 06:48:28.195654
249,249,TXN00000249846,1700.0,Razorpay,success,,2025-11-01 08:51:43.861027
250,250,TXN00000250588,1700.0,CCAvenue,success,,2026-01-22 08:30:15.540483
251,251,TXN00000251860,1700.0,CCAvenue,success,,2026-03-22 05:28:55.373099
252,252,TXN00000252178,1700.0,PayU,success,,2025-08-24 06:38:40.882971
253,253,TXN00000253329,1700.0,Razorpay,success,,2025-12-11 14:36:32.567400
254,254,TXN00000254223,1700.0,Razorpay,success,,2025-08-22 13:35:51.138720
255,255,TXN00000255362,1700.0,CCAvenue,success,,2026-02-18 12:24:27.387903
256,256,TXN00000256696,1700.0,CCAvenue,success,,2026-04-05 09:57:11.297275
257,257,TXN00000257452,1700.0,PayU,success,,2026-02-10 11:50:28.451381
258,258,TXN00000258813,1700.0,Razorpay,success,,2025-12-23 05:01:39.320327
259,259,TXN00000259962,1700.0,PayU,success,,2025-12-15 18:15:12.154073
260,260,TXN00000260977,1700.0,Razorpay,success,,2026-01-12 20:18:54.810800
261,261,TXN00000261721,1700.0,Razorpay,success,,2025-12-23 02:12:17.004978
262,262,TXN00000262164,1700.0,PayU,success,,2025-10-25 06:18:25.878788
263,263,TXN00000263560,1700.0,Razorpay,success,,2026-02-08 10:54:20.666556
264,264,TXN00000264563,1700.0,CCAvenue,success,,2025-10-29 00:53:20.333558
265,265,TXN00000265751,1700.0,CCAvenue,success,,2026-04-01 10:56:07.937006
266,266,TXN00000266964,1700.0,CCAvenue,success,,2025-08-27 14:19:54.483471
267,267,TXN00000267433,1700.0,Razorpay,success,,2026-02-07 14:41:24.910203
268,268,TXN00000268454,1700.0,Razorpay,success,,2025-07-25 19:48:48.318604
269,269,TXN00000269271,1700.0,PayU,success,,2025-09-07 05:27:32.331677
270,270,TXN00000270764,1700.0,PayU,success,,2025-10-11 00:32:12.386208
271,271,TXN00000271427,1700.0,CCAvenue,success,,2026-04-05 17:12:28.471397
272,272,TXN00000272324,1700.0,Razorpay,success,,2026-03-06 08:58:49.636894
273,273,TXN00000273833,1700.0,Razorpay,success,,2025-09-25 11:34:41.803767
274,274,TXN00000274624,1700.0,CCAvenue,success,,2025-10-29 12:14:07.977171
275,275,TXN00000275257,1700.0,CCAvenue,success,,2025-12-19 01:06:13.936001
276,276,TXN00000276688,1700.0,CCAvenue,success,,2026-03-26 13:11:14.483083
277,277,TXN00000277763,1700.0,Razorpay,success,,2026-04-14 01:38:34.595281
278,278,TXN00000278601,1700.0,PayU,success,,2026-02-24 04:18:17.296521
279,279,TXN00000279988,1700.0,CCAvenue,success,,2025-12-10 08:16:03.790451
280,280,TXN00000280537,1700.0,PayU,success,,2026-04-06 11:49:07.787089
281,281,TXN00000281117,1700.0,Razorpay,success,,2025-11-06 15:33:18.745752
282,282,TXN00000282975,1700.0,Razorpay,success,,2025-09-18 10:28:57.252392
283,283,TXN00000283732,1700.0,PayU,success,,2025-09-19 17:58:22.841386
284,284,TXN00000284773,1700.0,PayU,success,,2025-07-29 08:27:09.658173
285,285,TXN00000285898,1700.0,PayU,success,,2025-08-29 17:19:26.207139
286,286,TXN00000286787,1700.0,PayU,success,,2026-03-04 11:29:54.176025
287,287,TXN00000287661,1700.0,PayU,success,,2025-12-28 16:25:18.194731
288,288,TXN00000288859,1700.0,Razorpay,success,,2025-08-25 01:17:37.733472
289,289,TXN00000289861,1700.0,CCAvenue,success,,2026-02-06 11:03:24.172648
290,290,TXN00000290446,1700.0,CCAvenue,success,,2025-10-29 22:31:26.234003
291,291,TXN00000291554,1700.0,PayU,success,,2025-11-10 06:23:53.642500
292,292,TXN00000292803,1700.0,PayU,success,,2026-02-11 08:32:43.524913
293,293,TXN00000293173,1700.0,PayU,success,,2026-03-06 01:21:02.441111
294,294,TXN00000294816,1700.0,PayU,success,,2026-01-18 21:04:06.615313
295,295,TXN00000295517,1700.0,Razorpay,success,,2026-04-09 00:06:43.119143
296,296,TXN00000296776,1700.0,CCAvenue,success,,2025-10-05 03:20:06.292025
297,297,TXN00000297527,1700.0,CCAvenue,success,,2026-02-12 00:50:06.104933
298,298,TXN00000298145,1700.0,PayU,success,,2025-11-20 15:30:28.442583
299,299,TXN00000299381,1700.0,PayU,success,,2025-07-22 06:52:11.648041
300,300,TXN00000300564,1700.0,CCAvenue,success,,2025-11-27 08:40:24.920975
301,301,TXN00000301797,1700.0,PayU,success,,2025-08-19 04:01:07.432783
302,302,TXN00000302393,1700.0,CCAvenue,success,,2025-12-14 18:17:17.026749
303,303,TXN00000303522,1700.0,PayU,success,,2025-08-10 22:06:52.198542
304,304,TXN00000304915,1700.0,Razorpay,success,,2025-11-28 12:28:13.552024
305,305,TXN00000305691,1700.0,PayU,success,,2026-01-14 17:04:44.752826
306,306,TXN00000306826,1700.0,PayU,success,,2025-10-03 12:02:16.464429
307,307,TXN00000307842,1700.0,PayU,success,,2025-12-30 03:27:54.653962
308,308,TXN00000308453,1700.0,CCAvenue,success,,2026-01-21 22:07:38.060373
309,309,TXN00000309186,1700.0,PayU,success,,2025-07-28 15:37:01.429905
310,310,TXN00000310315,1700.0,PayU,success,,2025-09-07 11:29:07.387571
311,311,TXN00000311286,1700.0,PayU,success,,2026-03-11 18:21:03.652394
312,312,TXN00000312957,1700.0,Razorpay,success,,2026-04-12 07:37:24.302016
313,313,TXN00000313866,1700.0,Razorpay,success,,2025-08-15 09:04:51.870460
314,314,TXN00000314520,1700.0,Razorpay,success,,2026-02-18 19:44:06.002944
315,315,TXN00000315143,1700.0,PayU,success,,2025-11-03 17:17:30.160178
316,316,TXN00000316716,1700.0,PayU,success,,2025-11-20 14:46:42.146122
317,317,TXN00000317582,1700.0,PayU,success,,2025-08-26 12:27:44.717388
318,318,TXN00000318783,1700.0,Razorpay,success,,2026-04-12 10:02:50.716342
319,319,TXN00000319472,1700.0,Razorpay,success,,2025-11-28 11:25:32.605056
320,320,TXN00000320418,1700.0,PayU,success,,2025-12-15 12:49:46.020380
321,321,TXN00000321279,1700.0,Razorpay,success,,2026-01-10 06:51:15.404783
322,322,TXN00000322265,1700.0,CCAvenue,success,,2026-03-29 14:58:49.133673
323,323,TXN00000323698,1700.0,Razorpay,success,,2026-01-05 10:19:03.597335
324,324,TXN00000324644,1700.0,PayU,success,,2026-01-12 03:33:00.510227
325,325,TXN00000325401,1700.0,Razorpay,success,,2025-08-25 09:27:09.718638
326,326,TXN00000326531,1700.0,CCAvenue,success,,2026-03-15 10:59:34.186012
327,327,TXN00000327761,1700.0,PayU,success,,2025-09-04 08:26:24.040955
328,328,TXN00000328486,1700.0,Razorpay,success,,2025-10-29 21:40:29.567446
329,329,TXN00000329635,1700.0,PayU,success,,2025-11-20 06:25:48.760234
330,330,TXN00000330193,1700.0,PayU,success,,2025-12-09 05:58:18.420162
331,331,TXN00000331443,1700.0,Razorpay,success,,2026-04-17 19:06:04.666376
332,332,TXN00000332645,1700.0,Razorpay,success,,2025-09-21 02:27:57.448621
333,333,TXN00000333961,1700.0,Razorpay,success,,2025-10-04 19:23:37.123875
334,334,TXN00000334536,1700.0,Razorpay,success,,2025-12-29 04:20:22.457759
