result_id,candidate_id,qualification_status
357,357,qualified
358,358,not_qualified
359,359,qualified
360,360,qualified
361,361,qualified
362,362,not_qualified
363,363,not_qualified
364,364,not_qualified
365,365,not_qualified
366,366,not_qualified
367,367,not_qualified
368,368,not_qualified
369,369,qualified
370,370,not_qualified
371,371,qualified
372,372,not_qualified
373,373,not_qualified
374,374,qualified
375,375,not_qualified
376,376,not_qualified
377,377,qualified
378,378,qualified
379,379,not_qualified
380,380,qualified
381,381,not_qualified
382,382,not_qualified
383,383,not_qualified
384,384,qualified
385,385,qualified
386,386,not_qualified
387,387,not_qualified
388,388,qualified
389,389,not_qualified
390,390,not_qualified
391,391,not_qualified
392,392,not_qualified
393,393,qualified
394,394,qualified
395,395,not_qualified
396,396,not_qualified
397,397,qualified
398,398,not_qualified
399,399,qualified
400,400,qualified
401,401,qualified
402,402,not_qualified
403,403,qualified
404,404,not_qualified
405,405,not_qualified
406,406,qualified
407,407,qualified
408,408,not_qualified
409,409,not_qualified
410,410,not_qualified
411,411,not_qualified
412,412,qualified
413,413,not_qualified
414,414,not_qualified
415,415,qualified
416,416,not_qualified
417,417,qualified
418,418,not_qualified
419,419,not_qualified
420,420,qualified
421,421,qualified
423,423,qualified
424,424,not_qualified
425,425,not_qualified
426,426,not_qualified
427,427,qualified
428,428,not_qualified
429,429,qualified
430,430,qualified
431,431,qualified
432,432,not_qualified
433,433,not_qualified
434,434,not_qualified
435,435,not_qualified
436,436,qualified
437,437,qualified
438,438,not_qualified
439,439,not_qualified
441,441,not_qualified
442,442,not_qualified
443,443,qualified
444,444,not_qualified
445,445,qualified
446,446,qualified
447,447,qualified
448,448,not_qualified
449,449,qualified
450,450,qualified
451,451,qualified
452,452,qualified
453,453,not_qualified
454,454,not_qualified
455,455,not_qualified
456,456,not_qualified
457,457,not_qualified
458,458,qualified
459,459,not_qualified
460,460,qualified
461,461,qualified
462,462,qualified
463,463,qualified
464,464,qualified
465,465,qualified
466,466,not_qualified
467,467,qualified
468,468,not_qualified
469,469,not_qualified
470,470,qualified
471,471,not_qualified
472,472,not_qualified
473,473,not_qualified
474,474,qualified
475,475,not_qualified
476,476,qualified
477,477,qualified
478,478,qualified
480,480,qualified
481,481,qualified
482,482,qualified
483,483,qualified
484,484,not_qualified
485,485,qualified
486,486,not_qualified
487,487,qualified
488,488,qualified
489,489,not_qualified
490,490,qualified
491,491,not_qualified
492,492,qualified
493,493,not_qualified
494,494,not_qualified
495,495,qualified
496,496,qualified
497,497,qualified
498,498,qualified
499,499,not_qualified
500,500,not_qualified
501,501,qualified
502,502,not_qualified
503,503,not_qualified
504,504,qualified
505,505,not_qualified
506,506,not_qualified
507,507,qualified
508,508,not_qualified
509,509,not_qualified
510,510,not_qualified
511,511,qualified
512,512,qualified
513,513,not_qualified
514,514,not_qualified
515,515,qualified
516,516,qualified
517,517,qualified
518,518,qualified
519,519,qualified
520,520,not_qualified
521,521,qualified
522,522,qualified
523,523,not_qualified
524,524,not_qualified
525,525,qualified
526,526,qualified
527,527,qualified
528,528,qualified
529,529,not_qualified
531,531,not_qualified
532,532,not_qualified
533,533,not_qualified
534,534,not_qualified
535,535,not_qualified
536,536,not_qualified
537,537,qualified
538,538,qualified
539,539,qualified
540,540,qualified
541,541,not_qualified
542,542,not_qualified
544,544,qualified
545,545,not_qualified
546,546,not_qualified
547,547,not_qualified
549,549,not_qualified
550,550,qualified
551,551,qualified
552,552,qualified
553,553,qualified
554,554,not_qualified
555,555,not_qualified
556,556,not_qualified
557,557,not_qualified
558,558,not_qualified
559,559,qualified
560,560,qualified
561,561,qualified
562,562,qualified
563,563,qualified
564,564,not_qualified
565,565,not_qualified
566,566,qualified
568,568,qualified
569,569,qualified
570,570,not_qualified
571,571,not_qualified
572,572,qualified
573,573,qualified
574,574,qualified
575,575,qualified
576,576,qualified
578,578,qualified
579,579,qualified
580,580,not_qualified
581,581,not_qualified
582,582,qualified
583,583,qualified
584,584,not_qualified
585,585,not_qualified
586,586,not_qualified
587,587,not_qualified
588,588,not_qualified
589,589,not_qualified
590,590,not_qualified
591,591,qualified
592,592,qualified
593,593,qualified
594,594,not_qualified
595,595,not_qualified
596,596,not_qualified
597,597,not_qualified
598,598,not_qualified
600,600,not_qualified
601,601,not_qualified
602,602,not_qualified
603,603,qualified
604,604,not_qualified
605,605,qualified
606,606,qualified
607,607,qualified
608,608,not_qualified
609,609,not_qualified
610,610,qualified
611,611,not_qualified
612,612,qualified
613,613,not_qualified
614,614,not_qualified
615,615,qualified
616,616,not_qualified
617,617,qualified
618,618,qualified
619,619,qualified
620,620,qualified
621,621,qualified
622,622,qualified
623,623,qualified
624,624,qualified
625,625,qualified
626,626,qualified
627,627,qualified
628,628,qualified
629,629,qualified
630,630,not_qualified
631,631,not_qualified
632,632,qualified
633,633,qualified
635,635,qualified
636,636,not_qualified
637,637,not_qualified
638,638,not_qualified
639,639,not_qualified
640,640,qualified
641,641,qualified
642,642,qualified
643,643,not_qualified
644,644,not_qualified
645,645,qualified
646,646,qualified
647,647,not_qualified
648,648,qualified
649,649,not_qualified
650,650,qualified
651,651,not_qualified
652,652,qualified
653,653,qualified
654,654,qualified
655,655,qualified
656,656,not_qualified
657,657,not_qualified
659,659,not_qualified
660,660,not_qualified
661,661,qualified
662,662,qualified
663,663,not_qualified
664,664,not_qualified
665,665,qualified
666,666,not_qualified
667,667,not_qualified
668,668,not_qualified
669,669,qualified
670,670,qualified
671,671,not_qualified
672,672,not_qualified
673,673,qualified
674,674,qualified
675,675,not_qualified
676,676,qualified
677,677,not_qualified
678,678,qualified
680,680,not_qualified
681,681,not_qualified
682,682,not_qualified
683,683,qualified
684,684,qualified
685,685,not_qualified
686,686,not_qualified
687,687,not_qualified
689,689,not_qualified
690,690,not_qualified
691,691,not_qualified
692,692,not_qualified
693,693,qualified
696,696,qualified
697,697,not_qualified
699,699,not_qualified
700,700,qualified
701,701,qualified
702,702,qualified
703,703,not_qualified
704,704,qualified
705,705,qualified
706,706,qualified
707,707,qualified
708,708,not_qualified
709,709,not_qualified
710,710,not_qualified
711,711,qualified
713,713,qualified
714,714,not_qualified
715,715,qualified
716,716,qualified
717,717,qualified
718,718,qualified
719,719,qualified
720,720,not_qualified
721,721,qualified
722,722,qualified
724,724,not_qualified
725,725,qualified
726,726,qualified
727,727,not_qualified
729,729,not_qualified
730,730,qualified
731,731,not_qualified
732,732,qualified
735,735,not_qualified
736,736,not_qualified
737,737,qualified
738,738,qualified
739,739,not_qualified
740,740,qualified
741,741,not_qualified
742,742,not_qualified
743,743,not_qualified
744,744,not_qualified
745,745,qualified
746,746,qualified
747,747,not_qualified
748,748,qualified
749,749,qualified
750,750,qualified
751,751,qualified
752,752,not_qualified
753,753,not_qualified
754,754,qualified
755,755,not_qualified
756,756,qualified
757,757,not_qualified
758,758,not_qualified
760,760,qualified
761,761,qualified
762,762,not_qualified
763,763,not_qualified
764,764,not_qualified
765,765,not_qualified
766,766,qualified
767,767,qualified
768,768,qualified
769,769,not_qualified
770,770,not_qualified
772,772,not_qualified
773,773,qualified
774,774,qualified
775,775,qualified
776,776,not_qualified
777,777,not_qualified
778,778,qualified
779,779,qualified
780,780,qualified
781,781,not_qualified
782,782,not_qualified
783,783,qualified
784,784,not_qualified
785,785,not_qualified
786,786,not_qualified
787,787,not_qualified
788,788,not_qualified
791,791,qualified
792,792,not_qualified
793,793,not_qualified
795,795,not_qualified
796,796,not_qualified
797,797,not_qualified
798,798,qualified
799,799,qualified
800,800,qualified
801,801,qualified
802,802,qualified
803,803,not_qualified
804,804,qualified
805,805,not_qualified
806,806,not_qualified
807,807,qualified
808,808,qualified
809,809,not_qualified
810,810,qualified
811,811,qualified
812,812,not_qualified
814,814,not_qualified
815,815,qualified
816,816,not_qualified
817,817,qualified
818,818,qualified
819,819,qualified
820,820,not_qualified
821,821,qualified
822,822,qualified
823,823,not_qualified
824,824,qualified
825,825,not_qualified
826,826,not_qualified
827,827,qualified
828,828,qualified
829,829,qualified
830,830,qualified
831,831,qualified
832,832,not_qualified
833,833,not_qualified
834,834,not_qualified
835,835,qualified
836,836,not_qualified
837,837,not_qualified
838,838,not_qualified
839,839,not_qualified
840,840,qualified
841,841,qualified
842,842,qualified
843,843,qualified
844,844,qualified
845,845,qualified
846,846,not_qualified
847,847,not_qualified
848,848,qualified
849,849,not_qualified
850,850,not_qualified
851,851,not_qualified
852,852,qualified
853,853,not_qualified
854,854,not_qualified
855,855,not_qualified
856,856,qualified
857,857,qualified
858,858,not_qualified
859,859,qualified
860,860,not_qualified
861,861,not_qualified
863,863,not_qualified
864,864,not_qualified
865,865,not_qualified
866,866,qualified
867,867,not_qualified
868,868,not_qualified
869,869,qualified
870,870,qualified
871,871,not_qualified
872,872,not_qualified
873,873,qualified
874,874,not_qualified
875,875,qualified
876,876,qualified
877,877,qualified
879,879,qualified
880,880,qualified
882,882,qualified
883,883,qualified
884,884,qualified
886,886,not_qualified
887,887,not_qualified
888,888,not_qualified
889,889,not_qualified
890,890,qualified
891,891,not_qualified
892,892,qualified
893,893,not_qualified
894,894,qualified
895,895,qualified
896,896,qualified
897,897,qualified
898,898,qualified
899,899,qualified
900,900,qualified
901,901,qualified
902,902,qualified
903,903,qualified
904,904,not_qualified
905,905,qualified
906,906,not_qualified
907,907,not_qualified
908,908,not_qualified
909,909,qualified
910,910,qualified
911,911,qualified
912,912,not_qualified
913,913,qualified
914,914,qualified
915,915,qualified
916,916,qualified
917,917,qualified
918,918,qualified
919,919,qualified
921,921,qualified
922,922,not_qualified
923,923,not_qualified
924,924,not_qualified
925,925,not_qualified
926,926,qualified
927,927,not_qualified
928,928,not_qualified
929,929,qualified
930,930,not_qualified
931,931,not_qualified
932,932,not_qualified
933,933,qualified
934,934,not_qualified
935,935,qualified
936,936,qualified
937,937,qualified
938,938,not_qualified
939,939,qualified
940,940,not_qualified
941,941,qualified
942,942,not_qualified
943,943,qualified
944,944,qualified
945,945,qualified
946,946,not_qualified
947,947,not_qualified
948,948,qualified
949,949,qualified
951,951,qualified
952,952,qualified
953,953,qualified
954,954,qualified
955,955,qualified
956,956,not_qualified
958,958,not_qualified
959,959,qualified
960,960,qualified
961,961,qualified
962,962,qualified
963,963,qualified
964,964,qualified
965,965,qualified
966,966,not_qualified
967,967,qualified
968,968,not_qualified
969,969,not_qualified
970,970,not_qualified
971,971,not_qualified
972,972,qualified
973,973,qualified
974,974,qualified
975,975,qualified
976,976,not_qualified
977,977,qualified
978,978,qualified
979,979,qualified
980,980,not_qualified
981,981,qualified
982,982,qualified
983,983,qualified
984,984,qualified
985,985,qualified
986,986,not_qualified
987,987,not_qualified
988,988,not_qualified
989,989,qualified
990,990,qualified
991,991,qualified
992,992,not_qualified
993,993,not_qualified
994,994,qualified
995,995,not_qualified
996,996,not_qualified
997,997,not_qualified
998,998,not_qualified
999,999,not_qualified
1000,1000,qualified
1001,1001,not_qualified
1002,1002,qualified
1003,1003,qualified
1004,1004,not_qualified
1005,1005,not_qualified
1006,1006,qualified
1007,1007,qualified
1008,1008,not_qualified
1009,1009,not_qualified
1010,1010,qualified
1011,1011,not_qualified
1012,1012,not_qualified
1013,1013,not_qualified
1014,1014,qualified
1015,1015,not_qualified
1016,1016,qualified
1017,1017,qualified
1018,1018,not_qualified
1019,1019,not_qualified
1020,1020,not_qualified
1021,1021,qualified
1022,1022,not_qualified
1023,1023,qualified
1024,1024,not_qualified
1025,1025,qualified
1026,1026,qualified
1027,1027,not_qualified
1028,1028,qualified
1029,1029,qualified
1030,1030,qualified
1031,1031,not_qualified
1032,1032,qualified
1033,1033,qualified
1034,1034,not_qualified
1035,1035,qualified
1036,1036,not_qualified
1037,1037,not_qualified
1038,1038,qualified
1039,1039,qualified
1040,1040,not_qualified
1041,1041,not_qualified
1042,1042,not_qualified
1043,1043,qualified
1044,1044,not_qualified
1046,1046,qualified
1047,1047,qualified
1048,1048,not_qualified
1050,1050,qualified
1051,1051,qualified
1053,1053,not_qualified
1054,1054,qualified
1055,1055,not_qualified
1056,1056,not_qualified
1057,1057,not_qualified
1058,1058,not_qualified
1059,1059,not_qualified
1060,1060,qualified
1061,1061,not_qualified
1063,1063,not_qualified
1064,1064,qualified
1065,1065,not_qualified
1066,1066,not_qualified
1067,1067,not_qualified
1068,1068,not_qualified
1069,1069,not_qualified
1070,1070,not_qualified
1071,1071,qualified
1072,1072,qualified
1073,1073,not_qualified
1074,1074,not_qualified
1075,1075,qualified
1076,1076,qualified
1077,1077,not_qualified
1078,1078,not_qualified
1079,1079,qualified
1080,1080,not_qualified
1081,1081,not_qualified
1082,1082,qualified
1083,1083,qualified
1084,1084,not_qualified
1085,1085,qualified
1087,1087,not_qualified
1088,1088,not_qualified
1089,1089,not_qualified
1090,1090,qualified
1091,1091,not_qualified
1092,1092,qualified
1093,1093,not_qualified
1094,1094,qualified
1095,1095,qualified
1096,1096,not_qualified
1097,1097,not_qualified
1098,1098,qualified
1099,1099,not_qualified
1100,1100,qualified
1101,1101,qualified
1102,1102,qualified
1103,1103,not_qualified
1104,1104,qualified
1105,1105,not_qualified
1107,1107,not_qualified
1108,1108,not_qualified
1109,1109,not_qualified
1110,1110,not_qualified
1111,1111,not_qualified
1112,1112,not_qualified
1113,1113,qualified
1114,1114,not_qualified
1115,1115,not_qualified
1116,1116,qualified
1117,1117,not_qualified
1118,1118,qualified
1119,1119,not_qualified
1120,1120,not_qualified
1121,1121,qualified
1122,1122,not_qualified
1123,1123,not_qualified
1124,1124,not_qualified
1125,1125,not_qualified
1126,1126,not_qualified
1127,1127,qualified
1128,1128,qualified
1129,1129,not_qualified
1130,1130,qualified
1131,1131,not_qualified
1132,1132,not_qualified
1133,1133,qualified
1134,1134,not_qualified
1135,1135,not_qualified
1136,1136,not_qualified
1137,1137,not_qualified
1138,1138,not_qualified
1139,1139,qualified
1140,1140,not_qualified
1141,1141,not_qualified
1142,1142,qualified
1143,1143,qualified
1144,1144,qualified
1146,1146,qualified
1148,1148,not_qualified
1149,1149,qualified
1150,1150,not_qualified
1151,1151,qualified
1152,1152,not_qualified
1153,1153,not_qualified
1154,1154,qualified
1155,1155,qualified
1156,1156,not_qualified
1157,1157,qualified
1158,1158,qualified
1159,1159,qualified
1160,1160,not_qualified
1161,1161,qualified
1162,1162,not_qualified
1163,1163,not_qualified
1164,1164,not_qualified
1165,1165,qualified
1167,1167,not_qualified
1168,1168,qualified
1169,1169,qualified
1170,1170,not_qualified
1171,1171,not_qualified
1172,1172,not_qualified
1173,1173,not_qualified
1174,1174,qualified
1175,1175,not_qualified
1177,1177,qualified
1178,1178,qualified
1179,1179,qualified
1180,1180,not_qualified
1181,1181,not_qualified
1182,1182,not_qualified
1183,1183,not_qualified
1184,1184,qualified
1185,1185,not_qualified
1186,1186,qualified
1187,1187,qualified
1188,1188,not_qualified
1189,1189,not_qualified
1190,1190,not_qualified
1192,1192,not_qualified
1193,1193,qualified
1194,1194,qualified
1195,1195,not_qualified
1196,1196,not_qualified
1197,1197,not_qualified
1198,1198,qualified
1199,1199,qualified
1200,1200,qualified
1201,1201,not_qualified
1202,1202,qualified
1203,1203,qualified
1204,1204,not_qualified
1205,1205,not_qualified
1206,1206,not_qualified
1207,1207,not_qualified
1208,1208,qualified
1209,1209,not_qualified
1210,1210,qualified
1211,1211,qualified
1212,1212,qualified
1213,1213,not_qualified
1214,1214,qualified
1215,1215,not_qualified
1216,1216,qualified
1217,1217,not_qualified
1218,1218,not_qualified
1219,1219,qualified
1220,1220,not_qualified
1222,1222,not_qualified
1223,1223,qualified
1224,1224,qualified
1225,1225,qualified
1227,1227,qualified
1228,1228,qualified
1229,1229,not_qualified
1230,1230,qualified
1231,1231,not_qualified
1232,1232,not_qualified
1233,1233,not_qualified
1234,1234,qualified
1235,1235,qualified
1236,1236,qualified
1237,1237,not_qualified
1238,1238,qualified
1239,1239,not_qualified
1240,1240,qualified
1241,1241,qualified
1242,1242,qualified
1243,1243,not_qualified
1244,1244,not_qualified
1245,1245,not_qualified
1246,1246,not_qualified
1247,1247,qualified
1248,1248,qualified
1249,1249,not_qualified
1251,1251,not_qualified
1252,1252,not_qualified
1253,1253,not_qualified
1254,1254,qualified
1255,1255,qualified
1256,1256,not_qualified
1257,1257,qualified
1258,1258,qualified
1259,1259,qualified
1261,1261,qualified
1262,1262,qualified
1263,1263,not_qualified
1264,1264,not_qualified
1266,1266,not_qualified
1267,1267,not_qualified
1268,1268,qualified
1269,1269,qualified
1270,1270,qualified
1271,1271,not_qualified
1272,1272,qualified
1273,1273,not_qualified
1274,1274,not_qualified
1275,1275,not_qualified
1276,1276,not_qualified
1277,1277,qualified
1278,1278,not_qualified
1279,1279,not_qualified
1280,1280,qualified
1281,1281,qualified
1282,1282,not_qualified
1283,1283,qualified
1284,1284,not_qualified
1285,1285,qualified
1286,1286,qualified
1287,1287,qualified
1288,1288,qualified
1289,1289,not_qualified
1290,1290,qualified
1291,1291,not_qualified
1292,1292,not_qualified
1293,1293,not_qualified
1294,1294,qualified
1295,1295,qualified
1296,1296,qualified
1297,1297,not_qualified
1298,1298,not_qualified
1299,1299,qualified
1300,1300,not_qualified
1301,1301,not_qualified
1302,1302,not_qualified
1303,1303,not_qualified
1304,1304,qualified
1305,1305,qualified
1306,1306,qualified
1307,1307,not_qualified
1308,1308,qualified
1309,1309,qualified
1310,1310,not_qualified
1311,1311,not_qualified
1312,1312,qualified
1313,1313,qualified
1314,1314,not_qualified
1315,1315,not_qualified
1316,1316,not_qualified
1317,1317,qualified
1318,1318,qualified
1319,1319,not_qualified
1320,1320,not_qualified
1321,1321,not_qualified
1322,1322,qualified
1323,1323,qualified
1324,1324,not_qualified
1325,1325,not_qualified
1326,1326,qualified
1327,1327,not_qualified
1328,1328,qualified
1329,1329,qualified
1330,1330,not_qualified
1331,1331,qualified
1332,1332,qualified
1333,1333,qualified
1334,1334,qualified
1335,1335,not_qualified
1336,1336,not_qualified
1337,1337,not_qualified
1338,1338,not_qualified
1339,1339,not_qualified
1340,1340,not_qualified
1341,1341,qualified
1342,1342,qualified
1343,1343,qualified
1344,1344,not_qualified
1345,1345,not_qualified
1346,1346,not_qualified
1347,1347,qualified
1348,1348,not_qualified
1349,1349,not_qualified
1350,1350,not_qualified
1351,1351,not_qualified
1352,1352,qualified
1353,1353,qualified
1354,1354,not_qualified
1355,1355,not_qualified
1356,1356,qualified
1357,1357,qualified
1358,1358,not_qualified
1359,1359,qualified
1360,1360,not_qualified
1361,1361,not_qualified
1362,1362,not_qualified
1363,1363,qualified
1364,1364,not_qualified
1365,1365,qualified
1366,1366,not_qualified
1367,1367,qualified
1368,1368,not_qualified
1369,1369,not_qualified
1370,1370,qualified
1371,1371,not_qualified
1372,1372,qualified
1373,1373,not_qualified
1374,1374,not_qualified
1375,1375,qualified
1376,1376,not_qualified
1377,1377,not_qualified
1378,1378,not_qualified
1379,1379,qualified
1380,1380,not_qualified
1381,1381,not_qualified
1382,1382,not_qualified
1383,1383,qualified
1384,1384,qualified
1385,1385,qualified
1386,1386,qualified
1387,1387,qualified
1389,1389,qualified
1390,1390,qualified
1391,1391,not_qualified
1392,1392,qualified
1393,1393,not_qualified
1394,1394,qualified
1395,1395,not_qualified
1396,1396,not_qualified
1397,1397,not_qualified
1398,1398,qualified
1399,1399,qualified
1400,1400,qualified
1401,1401,qualified
1402,1402,not_qualified
1403,1403,not_qualified
1404,1404,not_qualified
1405,1405,not_qualified
1406,1406,not_qualified
1407,1407,qualified
1408,1408,not_qualified
1409,1409,qualified
1411,1411,qualified
1412,1412,qualified
1413,1413,qualified
1414,1414,qualified
1415,1415,not_qualified
1416,1416,qualified
1417,1417,not_qualified
1418,1418,not_qualified
1419,1419,qualified
1420,1420,not_qualified
1421,1421,not_qualified
1422,1422,not_qualified
1423,1423,not_qualified
1424,1424,qualified
1425,1425,qualified
1426,1426,not_qualified
1427,1427,qualified
1428,1428,not_qualified
1429,1429,qualified
1430,1430,qualified
1431,1431,qualified
1432,1432,qualified
1433,1433,not_qualified
1434,1434,not_qualified
1435,1435,not_qualified
1436,1436,not_qualified
1437,1437,qualified
1438,1438,not_qualified
1439,1439,qualified
1441,1441,not_qualified
1442,1442,qualified
1443,1443,qualified
1444,1444,qualified
1445,1445,not_qualified
1446,1446,not_qualified
1447,1447,not_qualified
1448,1448,not_qualified
1449,1449,qualified
1450,1450,not_qualified
1451,1451,not_qualified
1452,1452,not_qualified
1453,1453,qualified
1454,1454,not_qualified
1457,1457,qualified
1458,1458,qualified
1459,1459,qualified
1460,1460,qualified
1461,1461,qualified
1462,1462,qualified
1463,1463,qualified
1464,1464,not_qualified
1465,1465,qualified
1466,1466,qualified
1467,1467,not_qualified
1468,1468,not_qualified
1469,1469,not_qualified
1470,1470,qualified
1471,1471,not_qualified
1472,1472,not_qualified
1474,1474,qualified
1475,1475,qualified
1476,1476,qualified
1477,1477,qualified
1479,1479,qualified
1480,1480,qualified
1481,1481,qualified
1482,1482,qualified
1484,1484,qualified
1485,1485,qualified
1487,1487,qualified
1488,1488,not_qualified
1489,1489,not_qualified
1490,1490,qualified
1491,1491,not_qualified
1492,1492,not_qualified
1493,1493,qualified
1494,1494,not_qualified
1495,1495,qualified
1496,1496,not_qualified
1497,1497,qualified
1498,1498,not_qualified
1499,1499,not_qualified
1500,1500,qualified
1501,1501,qualified
1502,1502,not_qualified
1503,1503,not_qualified
1504,1504,qualified
1505,1505,qualified
1506,1506,qualified
1507,1507,qualified
1508,1508,qualified
1509,1509,not_qualified
1510,1510,qualified
1511,1511,qualified
1512,1512,not_qualified
1513,1513,qualified
1514,1514,not_qualified
1515,1515,qualified
1516,1516,qualified
1517,1517,not_qualified
1518,1518,not_qualified
1519,1519,not_qualified
1520,1520,not_qualified
1521,1521,qualified
1522,1522,qualified
